state,transaction_year,quater,districts,transaction_count,transaction_amount
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Diu,21704,40627554.18
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,,5655,12129857.25
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Diu,1356,2309413.869
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Daman,1222,2177268.816
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Diu,415,316558.5513
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,dadra and nagar haveli,386213,505553450.5
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,daman,259564,315877185.5
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.02
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Valsad,320483,421520724.8
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Daman,145955,208892938.2
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Daman,112511,105539375
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Valsad,65730,84032725.74
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Diu,7898,12394180.67
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,,6300,7473792.769
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Diu,1409,1601086.846
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Daman,1098,1444872.328
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Diu,430,470079.739
nagaland,2018,3,dimapur,44383,122676685.9
nagaland,2018,3,kohima,20678,62621606.4
nagaland,2018,3,mokokchung,7245,14438372.12
nagaland,2018,3,tuensang,4657,8672814.868
nagaland,2018,3,mon,4368,10680645.61
nagaland,2018,3,zunheboto,3370,6042931.989
nagaland,2018,3,wokha,3314,6048116.934
nagaland,2018,3,phek,2951,4193127.065
nagaland,2018,3,kiphire,1527,1911400.519
nagaland,2018,3,peren,1349,3565504.39
nagaland,2018,3,Dimapur,18409,55214851.73
nagaland,2018,3,Dimapur,6339,19362638.11
nagaland,2018,3,Kohima,6234,17632711.03
nagaland,2018,3,Mokokchung,4741,8993242.49
nagaland,2018,3,Kohima,4227,11965892.12
nagaland,2018,3,Dimapur,3941,9263072.268
nagaland,2018,3,Dimapur,3881,10766784.41
nagaland,2018,3,Dimapur,3326,8386059.234
nagaland,2018,3,,3294,11604672.6
nagaland,2018,3,Dimapur,3025,7038511.888
nagaland,2018,4,dimapur,68046,202172094.7
nagaland,2018,4,kohima,28604,84867917.09
nagaland,2018,4,mokokchung,10673,21026422.57
nagaland,2018,4,mon,7966,25315124.34
nagaland,2018,4,tuensang,5518,14443409.7
nagaland,2018,4,zunheboto,4966,12449027.89
nagaland,2018,4,wokha,4959,8954846.536
nagaland,2018,4,phek,3615,6547794.254
nagaland,2018,4,peren,2071,6712394.675
nagaland,2018,4,kiphire,2008,3577703.454
nagaland,2018,4,Dimapur,29945,85392245.18
nagaland,2018,4,Dimapur,9078,25994694.82
nagaland,2018,4,Kohima,9041,24682199.95
nagaland,2018,4,Dimapur,6418,22494531.82
nagaland,2018,4,Kohima,5934,15801519.87
nagaland,2018,4,Dimapur,5861,16060553.04
nagaland,2018,4,Mokokchung,5806,12072686.21
nagaland,2018,4,Dimapur,4640,14117452.1
nagaland,2018,4,Dimapur,4531,16154445.83
nagaland,2018,4,Dimapur,4309,13365015.5
nagaland,2018,2,dimapur,31758,78472133.75
nagaland,2018,2,kohima,14759,41958069.33
nagaland,2018,2,mokokchung,4472,6880664.953
nagaland,2018,2,tuensang,2914,5272196.387
nagaland,2018,2,wokha,2851,2952808.201
nagaland,2018,2,mon,2652,5592193.662
nagaland,2018,2,phek,2058,3265939.417
nagaland,2018,2,zunheboto,1961,3800720.221
nagaland,2018,2,peren,1151,3132544.259
nagaland,2018,2,longleng,526,606015.5837
nagaland,2018,2,Dimapur,14049,31589541.57
nagaland,2018,2,Dimapur,4151,15665950.6
nagaland,2018,2,Kohima,3837,11172150.57
nagaland,2018,2,Kohima,2909,6617136.258
nagaland,2018,2,Dimapur,2811,7886264.316
nagaland,2018,2,Kohima,2593,8936208.936
nagaland,2018,2,Dimapur,2531,4757360.07
nagaland,2018,2,Dimapur,2507,6089471.508
nagaland,2018,2,Mokokchung,2425,4731338.046
nagaland,2018,2,,2321,7603876.229
nagaland,2018,1,dimapur,18449,38330087.58
nagaland,2018,1,kohima,11070,20744033.41
nagaland,2018,1,mokokchung,3428,5653655.117
nagaland,2018,1,tuensang,1861,2939509.974
nagaland,2018,1,mon,1851,2962723.122
nagaland,2018,1,zunheboto,1700,1750900.646
nagaland,2018,1,wokha,1642,1942858.074
nagaland,2018,1,phek,1397,1347986.05
nagaland,2018,1,longleng,605,547262.5934
nagaland,2018,1,peren,587,1228042.909
nagaland,2018,1,Dimapur,8620,19059457.98
nagaland,2018,1,Kohima,4676,8526800.367
nagaland,2018,1,Dimapur,2189,5320667.513
nagaland,2018,1,Mokokchung,1944,3107458.429
nagaland,2018,1,Dimapur,1811,3201916.05
nagaland,2018,1,Kohima,1644,2618714.209
nagaland,2018,1,Kohima,1604,4179699.55
nagaland,2018,1,Dimapur,1522,2946078.161
nagaland,2018,1,Tuensang,1502,1791987.785
nagaland,2018,1,Zunhebotto,1466,1220847.114
nagaland,2021,3,dimapur,727702,2201388248
nagaland,2021,3,kohima,335522,874957891.9
nagaland,2021,3,mokokchung,59456,170603111.1
nagaland,2021,3,mon,56260,185806960.8
nagaland,2021,3,wokha,38482,96937646.11
nagaland,2021,3,phek,36963,116637883.3
nagaland,2021,3,tuensang,30653,109337196
nagaland,2021,3,zunheboto,23265,77798029.1
nagaland,2021,3,peren,19756,57076677.28
nagaland,2021,3,longleng,14691,44639115.39
nagaland,2021,3,Dimapur,456410,1290687483
nagaland,2021,3,Kohima,220624,519176158.5
nagaland,2021,3,Dimapur,61132,212495515.9
nagaland,2021,3,Dimapur,57587,191007827.5
nagaland,2021,3,Dimapur,45716,143827073.2
nagaland,2021,3,Kohima,37311,123386306.4
nagaland,2021,3,Mokokchung,34668,101435053.6
nagaland,2021,3,Dimapur,31202,92887048.3
nagaland,2021,3,Wokha,30839,80731801.39
nagaland,2021,3,Dimapur,30401,118688804.6
nagaland,2021,4,dimapur,886146,2741781160
nagaland,2021,4,kohima,413753,1056357840
nagaland,2021,4,mokokchung,64765,206715301.3
nagaland,2021,4,mon,61436,235277660.3
nagaland,2021,4,phek,44854,152644732.6
nagaland,2021,4,wokha,42511,130830504.9
nagaland,2021,4,tuensang,37106,148350887.5
nagaland,2021,4,zunheboto,25944,81774057.9
nagaland,2021,4,peren,22569,71109897
nagaland,2021,4,longleng,16341,59818503.45
nagaland,2021,4,Dimapur,538949,1571739247
nagaland,2021,4,Kohima,280435,649562759.5
nagaland,2021,4,Dimapur,83907,259532538.2
nagaland,2021,4,Dimapur,77146,272499171.9
nagaland,2021,4,Dimapur,55035,181011047.3
nagaland,2021,4,Kohima,44619,147372901
nagaland,2021,4,Dimapur,40162,154614957.4
nagaland,2021,4,Mokokchung,37220,121016615.3
nagaland,2021,4,Dimapur,35914,107892344.8
nagaland,2021,4,Dimapur,35672,141048931.7
nagaland,2021,2,dimapur,585389,1726249195
nagaland,2021,2,kohima,274137,694940464.6
nagaland,2021,2,mokokchung,63952,152031632.5
nagaland,2021,2,mon,51055,137641683
nagaland,2021,2,wokha,34223,82266645.13
nagaland,2021,2,phek,31478,98158667.8
nagaland,2021,2,tuensang,27199,84823658.15
nagaland,2021,2,zunheboto,21747,54703199.48
nagaland,2021,2,peren,15860,42645682.01
nagaland,2021,2,longleng,13528,39521626.84
nagaland,2021,2,Dimapur,359572,1023298713
nagaland,2021,2,Kohima,177177,415852186.7
nagaland,2021,2,Dimapur,52315,167110551.2
nagaland,2021,2,Dimapur,48263,141967089.2
nagaland,2021,2,Mokokchung,40661,96844071.83
nagaland,2021,2,Dimapur,38981,120384465.7
nagaland,2021,2,Kohima,31182,95390057.68
nagaland,2021,2,Wokha,27973,68692166.73
nagaland,2021,2,Dimapur,25462,71513127.95
nagaland,2021,2,Mon,24522,73826858.57
nagaland,2021,1,dimapur,550985,1837044748
nagaland,2021,1,kohima,209442,611989486.4
nagaland,2021,1,mokokchung,43465,116937738.4
nagaland,2021,1,mon,43337,148431447.8
nagaland,2021,1,wokha,26881,65940883.14
nagaland,2021,1,phek,24927,86311391.93
nagaland,2021,1,tuensang,23643,84510754.52
nagaland,2021,1,zunheboto,18219,51849616.04
nagaland,2021,1,peren,12322,33575965.56
nagaland,2021,1,longleng,12009,34735822.64
nagaland,2021,1,Dimapur,363423,1172951128
nagaland,2021,1,Kohima,128220,363160255.4
nagaland,2021,1,Dimapur,41966,156330315.9
nagaland,2021,1,Dimapur,40032,132671767.2
nagaland,2021,1,Dimapur,31727,115101537.5
nagaland,2021,1,Kohima,26453,89394777.65
nagaland,2021,1,Mokokchung,24152,65782952.38
nagaland,2021,1,Wokha,22176,55564204.56
nagaland,2021,1,Dimapur,21711,87475492.41
nagaland,2021,1,Dimapur,20528,63013814.15
nagaland,2023,2,dimapur,1735282,4577151672
nagaland,2023,2,kohima,501179,1346997995
nagaland,2023,2,mokokchung,141308,427839496
nagaland,2023,2,mon,133673,410071101
nagaland,2023,2,wokha,106988,284516185
nagaland,2023,2,tuensang,76278,274350868
nagaland,2023,2,phek,73829,238420851
nagaland,2023,2,peren,47839,140403703
nagaland,2023,2,zunheboto,46870,140294277
nagaland,2023,2,kiphire,33949,107432144
nagaland,2023,2,Dimapur,719082,1981126865
nagaland,2023,2,Dimapur,256134,610832023
nagaland,2023,2,Dimapur,225326,592249641
nagaland,2023,2,Kohima,147088,394855893
nagaland,2023,2,Dimapur,142156,330632807
nagaland,2023,2,Dimapur,136674,414135354
nagaland,2023,2,Kohima,130160,369764400
nagaland,2023,2,Dimapur,107025,304004176
nagaland,2023,2,Dimapur,89858,214214736
nagaland,2023,2,Mokokchung,78849,251013104
nagaland,2023,1,dimapur,1475840,4205042331
nagaland,2023,1,kohima,453911,1235284779
nagaland,2023,1,mon,149869,486405792
nagaland,2023,1,mokokchung,145142,452314800
nagaland,2023,1,wokha,106192,285750784
nagaland,2023,1,tuensang,87808,328452538
nagaland,2023,1,phek,79530,255188847
nagaland,2023,1,zunheboto,63639,195487440
nagaland,2023,1,peren,51856,144439545
nagaland,2023,1,kiphire,36068,110625247
nagaland,2023,1,Dimapur,610281,1839982352
nagaland,2023,1,Dimapur,220635,552940667
nagaland,2023,1,Dimapur,183585,532279569
nagaland,2023,1,Kohima,121296,358936002
nagaland,2023,1,Dimapur,120628,289711610
nagaland,2023,1,Dimapur,110326,350385312
nagaland,2023,1,Kohima,105886,306426941
nagaland,2023,1,Dimapur,95708,309102646
nagaland,2023,1,Wokha,82325,231658783
nagaland,2023,1,Dimapur,80222,193377444
nagaland,2020,3,dimapur,352179,1122771447
nagaland,2020,3,kohima,149404,438659891.1
nagaland,2020,3,mon,53050,85955858.56
nagaland,2020,3,mokokchung,43164,83590575.73
nagaland,2020,3,wokha,28806,47486985.42
nagaland,2020,3,phek,26004,53114140.44
nagaland,2020,3,tuensang,25719,59266466.87
nagaland,2020,3,zunheboto,21556,44845371.93
nagaland,2020,3,peren,13958,25258376.2
nagaland,2020,3,kiphire,12462,29101447.58
nagaland,2020,3,Dimapur,178964,665331371.1
nagaland,2020,3,Kohima,71360,241104296.3
nagaland,2020,3,Dimapur,38361,101460113.6
nagaland,2020,3,Dimapur,37605,92071969.29
nagaland,2020,3,Dimapur,29611,77695372.34
nagaland,2020,3,Mon,27816,43073197.89
nagaland,2020,3,Wokha,24504,41475022.08
nagaland,2020,3,Kohima,23907,62058175.45
nagaland,2020,3,Mokokchung,22410,44877066.46
nagaland,2020,3,Tuensang,21724,50041249.08
nagaland,2020,4,dimapur,422501,1549414048
nagaland,2020,4,kohima,168861,528950655.3
nagaland,2020,4,mon,51806,149055802.8
nagaland,2020,4,mokokchung,48813,129158623.7
nagaland,2020,4,wokha,33080,77215466.14
nagaland,2020,4,tuensang,29583,92512403.56
nagaland,2020,4,phek,28612,75169716.48
nagaland,2020,4,zunheboto,23475,60794471.33
nagaland,2020,4,peren,14947,37707510.8
nagaland,2020,4,longleng,13202,34760738.48
nagaland,2020,4,Dimapur,218369,867441276.1
nagaland,2020,4,Kohima,78891,271213129.3
nagaland,2020,4,Dimapur,44632,150581474
nagaland,2020,4,Dimapur,42188,132253480.3
nagaland,2020,4,Dimapur,35869,122400854.2
nagaland,2020,4,Kohima,29640,93140361.4
nagaland,2020,4,Wokha,27804,67912676.28
nagaland,2020,4,Mon,26081,83086337.03
nagaland,2020,4,Mokokchung,25872,71313198.8
nagaland,2020,4,Tuensang,25220,80402569.09
nagaland,2020,2,dimapur,232533,564581175
nagaland,2020,2,kohima,98852,235056409.2
nagaland,2020,2,mon,42193,72681549.71
nagaland,2020,2,mokokchung,34034,59551064.18
nagaland,2020,2,phek,21862,39562622.89
nagaland,2020,2,tuensang,19823,47286166.88
nagaland,2020,2,wokha,19427,30734350.1
nagaland,2020,2,zunheboto,18146,34250745.55
nagaland,2020,2,peren,11337,17709802.03
nagaland,2020,2,kiphire,11097,21770604.47
nagaland,2020,2,Dimapur,88683,249630838.8
nagaland,2020,2,Dimapur,32308,65612323.84
nagaland,2020,2,Dimapur,31008,76436035.42
nagaland,2020,2,Kohima,28883,71475170.13
nagaland,2020,2,Dimapur,22515,51332997.99
nagaland,2020,2,Mon,20100,32531171.16
nagaland,2020,2,Kohima,19152,45248907.52
nagaland,2020,2,Kohima,19071,47517939.46
nagaland,2020,2,Mokokchung,18131,31526431.27
nagaland,2020,2,Dimapur,16663,36545908.36
nagaland,2020,1,dimapur,185428,497123725.5
nagaland,2020,1,kohima,68246,160485650.6
nagaland,2020,1,mon,28668,56777615.99
nagaland,2020,1,mokokchung,22949,46458137.86
nagaland,2020,1,wokha,13752,22440994.63
nagaland,2020,1,tuensang,13234,29281215.25
nagaland,2020,1,phek,13124,24135509.7
nagaland,2020,1,zunheboto,12812,23929943.34
nagaland,2020,1,kiphire,8571,15127296.52
nagaland,2020,1,peren,6691,10449509.22
nagaland,2020,1,Dimapur,76306,243307125.7
nagaland,2020,1,Dimapur,27251,53537140.1
nagaland,2020,1,Dimapur,23255,55004352.83
nagaland,2020,1,Kohima,17901,43760014.79
nagaland,2020,1,Dimapur,16973,44747297.74
nagaland,2020,1,Kohima,14323,33062853.9
nagaland,2020,1,Mokokchung,13325,24329692.13
nagaland,2020,1,Mon,12550,20372023.43
nagaland,2020,1,Dimapur,12223,29308889.78
nagaland,2020,1,Kohima,11879,27904466.43
nagaland,2022,3,dimapur,1094753,3023858206
nagaland,2022,3,kohima,390575,1084969827
nagaland,2022,3,mokokchung,81244,249065125.5
nagaland,2022,3,wokha,79275,192965563.7
nagaland,2022,3,mon,68148,217924271.3
nagaland,2022,3,phek,45816,151822055.8
nagaland,2022,3,tuensang,44657,158205190.6
nagaland,2022,3,zunheboto,30504,94302709.05
nagaland,2022,3,peren,24443,79886712.62
nagaland,2022,3,kiphire,19352,63372092.96
nagaland,2022,3,Dimapur,628896,1642752209
nagaland,2022,3,Kohima,201957,520587801.9
nagaland,2022,3,Dimapur,109180,298355113.9
nagaland,2022,3,Dimapur,99867,319835298.9
nagaland,2022,3,Dimapur,76308,210516875.2
nagaland,2022,3,Wokha,67060,167493433.6
nagaland,2022,3,Kohima,64228,215206232.6
nagaland,2022,3,Dimapur,61091,196047228
nagaland,2022,3,Mokokchung,50676,161849571
nagaland,2022,3,Dimapur,48544,165004718.5
nagaland,2022,4,dimapur,1632985,4411217835
nagaland,2022,4,kohima,396318,1086767702
nagaland,2022,4,wokha,111374,296499670.6
nagaland,2022,4,mokokchung,79409,280130670.4
nagaland,2022,4,mon,76894,266072328.1
nagaland,2022,4,tuensang,44176,177953210.3
nagaland,2022,4,phek,43589,150669221.6
nagaland,2022,4,zunheboto,29697,102825390.7
nagaland,2022,4,peren,24353,76706538.54
nagaland,2022,4,kiphire,19928,66609982.7
nagaland,2022,4,Dimapur,1119621,2902205161
nagaland,2022,4,Kohima,196827,518045184.2
nagaland,2022,4,Dimapur,123371,331699180
nagaland,2022,4,Dimapur,109967,341080370.4
nagaland,2022,4,Wokha,98433,267328517
nagaland,2022,4,Dimapur,77807,209280372.3
nagaland,2022,4,Dimapur,70980,239825280.2
nagaland,2022,4,Kohima,65962,210919205.7
nagaland,2022,4,Dimapur,54416,183544533.3
nagaland,2022,4,Dimapur,47823,128883977.2
nagaland,2022,2,dimapur,1334969,3611270477
nagaland,2022,2,kohima,308395,886866183.2
nagaland,2022,2,mokokchung,77214,244058058.4
nagaland,2022,2,mon,69381,223341368
nagaland,2022,2,wokha,53721,145247750.8
nagaland,2022,2,phek,47255,163573534.5
nagaland,2022,2,tuensang,45170,164759286.6
nagaland,2022,2,zunheboto,32898,100740614.9
nagaland,2022,2,peren,24587,76072297.55
nagaland,2022,2,kiphire,20492,71074150.22
nagaland,2022,2,Dimapur,879313,2245214397
nagaland,2022,2,Kohima,131975,352841202
nagaland,2022,2,Dimapur,107790,305817559.5
nagaland,2022,2,Dimapur,96753,300129011
nagaland,2022,2,Dimapur,73360,197732533.1
nagaland,2022,2,Kohima,59683,202241235.3
nagaland,2022,2,Dimapur,55640,188752451.1
nagaland,2022,2,Dimapur,49875,172520803.3
nagaland,2022,2,Dimapur,45643,123973436.8
nagaland,2022,2,Mokokchung,44894,145743249
nagaland,2022,1,dimapur,1111352,3258683920
nagaland,2022,1,kohima,457809,1127446950
nagaland,2022,1,mokokchung,68366,207590215
nagaland,2022,1,mon,66833,240110588.1
nagaland,2022,1,wokha,48308,136226519.8
nagaland,2022,1,phek,44704,145342038.7
nagaland,2022,1,tuensang,40524,151138444.1
nagaland,2022,1,zunheboto,28736,88839937.41
nagaland,2022,1,peren,24401,75586065.96
nagaland,2022,1,longleng,17513,56264190.29
nagaland,2022,1,Dimapur,708126,1984422692
nagaland,2022,1,Kohima,309157,684208879.8
nagaland,2022,1,Dimapur,100446,307718303.9
nagaland,2022,1,Dimapur,89515,287444578
nagaland,2022,1,Dimapur,63732,184408325.2
nagaland,2022,1,Kohima,48329,152060918.9
nagaland,2022,1,Dimapur,43292,161867263.1
nagaland,2022,1,Dimapur,42081,150266427.1
nagaland,2022,1,Dimapur,40232,115864968.6
nagaland,2022,1,Mokokchung,38293,112932398
nagaland,2019,3,dimapur,117140,307103749.7
nagaland,2019,3,kohima,50183,133224817.5
nagaland,2019,3,zunheboto,20054,60553998.32
nagaland,2019,3,mokokchung,17903,35622564.4
nagaland,2019,3,mon,17134,36965971.96
nagaland,2019,3,tuensang,9274,19613846.13
nagaland,2019,3,wokha,9242,16293996.93
nagaland,2019,3,phek,8985,20348950.01
nagaland,2019,3,kiphire,4847,7311019.912
nagaland,2019,3,peren,4277,8062310.435
nagaland,2019,3,Dimapur,41627,116672436
nagaland,2019,3,Dimapur,19182,42186043.15
nagaland,2019,3,Zunhebotto,18411,57496576.83
nagaland,2019,3,Dimapur,15406,39276769.35
nagaland,2019,3,Kohima,13407,40400069.11
nagaland,2019,3,Dimapur,12496,32598984.28
nagaland,2019,3,Kohima,11980,28298037.53
nagaland,2019,3,Mokokchung,9865,20859370.72
nagaland,2019,3,Dimapur,8286,22764213.06
nagaland,2019,3,Dimapur,7895,22438592.29
nagaland,2019,4,dimapur,142922,401874104.3
nagaland,2019,4,kohima,58317,160227363.6
nagaland,2019,4,mon,23615,52231884.4
nagaland,2019,4,zunheboto,23374,73875655.64
nagaland,2019,4,mokokchung,21048,44939725.57
nagaland,2019,4,wokha,11505,21418632.85
nagaland,2019,4,tuensang,11148,25427823.37
nagaland,2019,4,phek,11054,24095426.02
nagaland,2019,4,kiphire,5522,11787954.89
nagaland,2019,4,peren,5148,10804065.56
nagaland,2019,4,Dimapur,53432,162729771.1
nagaland,2019,4,Dimapur,23157,53249057.3
nagaland,2019,4,Zunhebotto,21166,70404338.04
nagaland,2019,4,Dimapur,17825,48414486.21
nagaland,2019,4,Kohima,16358,47684420.76
nagaland,2019,4,Dimapur,14794,43176789.31
nagaland,2019,4,Kohima,12854,35917267.49
nagaland,2019,4,Mokokchung,11419,24514074.63
nagaland,2019,4,Dimapur,9584,23591061.56
nagaland,2019,4,Mon,9461,20510259.34
nagaland,2019,2,dimapur,86518,258070892
nagaland,2019,2,kohima,35959,102757262.3
nagaland,2019,2,zunheboto,19752,43001192.89
nagaland,2019,2,mokokchung,11894,28979287.99
nagaland,2019,2,mon,10564,30077446.32
nagaland,2019,2,tuensang,6027,16464089.79
nagaland,2019,2,wokha,5778,12443724.25
nagaland,2019,2,phek,5232,11255799.07
nagaland,2019,2,kiphire,2784,6816990.794
nagaland,2019,2,peren,2715,6719423.987
nagaland,2019,2,Dimapur,31760,104104725.5
nagaland,2019,2,Zunhebotto,18735,40457565.49
nagaland,2019,2,Dimapur,14785,35472160.35
nagaland,2019,2,Dimapur,10516,34112732.42
nagaland,2019,2,Kohima,9532,28357279.53
nagaland,2019,2,Dimapur,9238,28020474.26
nagaland,2019,2,Kohima,8673,23005692.93
nagaland,2019,2,Mokokchung,6622,16665785.46
nagaland,2019,2,Kohima,6574,21507453.24
nagaland,2019,2,Dimapur,6310,18139841.91
nagaland,2019,1,dimapur,80741,222202606.8
nagaland,2019,1,kohima,34373,93498426.91
nagaland,2019,1,mokokchung,11808,22421067.67
nagaland,2019,1,mon,9694,32110056.27
nagaland,2019,1,zunheboto,8860,16471426.46
nagaland,2019,1,tuensang,5962,15964521.8
nagaland,2019,1,wokha,5694,13111143.37
nagaland,2019,1,phek,5062,12361140.85
nagaland,2019,1,peren,2689,6473296.666
nagaland,2019,1,kiphire,2103,4550857.606
nagaland,2019,1,Dimapur,30078,91827720.17
nagaland,2019,1,Dimapur,14584,30159476.87
nagaland,2019,1,Kohima,10009,27031176.35
nagaland,2019,1,Dimapur,8350,24573284.27
nagaland,2019,1,Dimapur,8136,22315138.48
nagaland,2019,1,Zunhebotto,8058,15052911.64
nagaland,2019,1,Mokokchung,7025,13086050.06
nagaland,2019,1,Kohima,6928,18530850.19
nagaland,2019,1,Dimapur,5975,17099014.99
nagaland,2019,1,Kohima,5862,16977834.51
arunachal-pradesh,2018,3,papum pare,43282,101080479.3
arunachal-pradesh,2018,3,west kameng,17026,48528147.45
arunachal-pradesh,2018,3,lohit,11595,32702331.66
arunachal-pradesh,2018,3,east siang,10539,24885270.77
arunachal-pradesh,2018,3,changlang,10162,20494174.95
arunachal-pradesh,2018,3,tawang,8715,25733824.99
arunachal-pradesh,2018,3,longding,5288,18327334.05
arunachal-pradesh,2018,3,namsai,5076,10698272.77
arunachal-pradesh,2018,3,west siang,3337,12966152.79
arunachal-pradesh,2018,3,tirap,3322,7479257.008
arunachal-pradesh,2018,3,Papum Pare,13489,28577947.49
arunachal-pradesh,2018,3,Papum Pare,10508,33766761.06
arunachal-pradesh,2018,3,East Siang,9777,18868814.47
arunachal-pradesh,2018,3,Papum Pare,8636,14623073.03
arunachal-pradesh,2018,3,West Kameng,6870,19935455.78
arunachal-pradesh,2018,3,Lohit,6672,16204421.8
arunachal-pradesh,2018,3,Tawang,6434,18213474.58
arunachal-pradesh,2018,3,Lohit,6307,16330131.58
arunachal-pradesh,2018,3,Lower Subansiri,6191,14657152.43
arunachal-pradesh,2018,3,Lohit,5120,16131802.08
arunachal-pradesh,2018,4,papum pare,55224,154875448.2
arunachal-pradesh,2018,4,west kameng,25439,89194886.84
arunachal-pradesh,2018,4,lohit,14268,40510521.95
arunachal-pradesh,2018,4,changlang,13950,32343047.41
arunachal-pradesh,2018,4,east siang,12893,34272134.34
arunachal-pradesh,2018,4,tawang,11104,35921510.89
arunachal-pradesh,2018,4,namsai,7244,17643523.29
arunachal-pradesh,2018,4,longding,6581,22545311.85
arunachal-pradesh,2018,4,tirap,5725,10811742.67
arunachal-pradesh,2018,4,lower dibang valley,4227,10951332.39
arunachal-pradesh,2018,4,Papum Pare,18305,50770919.03
arunachal-pradesh,2018,4,Papum Pare,14891,50578761.54
arunachal-pradesh,2018,4,East Siang,11990,28553763.56
arunachal-pradesh,2018,4,West Kameng,10791,42561249.91
arunachal-pradesh,2018,4,Lohit,8743,23841863.53
arunachal-pradesh,2018,4,Tawang,8727,28710303.17
arunachal-pradesh,2018,4,Lower Subansiri,8156,19785304.8
arunachal-pradesh,2018,4,Papum Pare,7660,17851253.03
arunachal-pradesh,2018,4,Lohit,7520,18988989.14
arunachal-pradesh,2018,4,Lohit,6597,21188725.1
arunachal-pradesh,2018,2,papum pare,25363,66520931.2
arunachal-pradesh,2018,2,west kameng,10466,25521321.34
arunachal-pradesh,2018,2,lohit,6962,20520618.88
arunachal-pradesh,2018,2,east siang,6363,15285584.2
arunachal-pradesh,2018,2,changlang,6066,13294258.5
arunachal-pradesh,2018,2,tawang,5447,13722374.81
arunachal-pradesh,2018,2,longding,4634,10271170.17
arunachal-pradesh,2018,2,namsai,3230,6271811.328
arunachal-pradesh,2018,2,west siang,2579,7610989.567
arunachal-pradesh,2018,2,lower siang,2292,2179451.658
arunachal-pradesh,2018,2,Papum Pare,7878,19894634.32
arunachal-pradesh,2018,2,Papum Pare,7239,20302894.32
arunachal-pradesh,2018,2,East Siang,6046,11116134.49
arunachal-pradesh,2018,2,West Kameng,4689,11109804.76
arunachal-pradesh,2018,2,Tawang,4436,10757634.64
arunachal-pradesh,2018,2,Tirap,4342,9787595.363
arunachal-pradesh,2018,2,Lower Subansiri,4159,10355129.8
arunachal-pradesh,2018,2,Lohit,3885,10332844.69
arunachal-pradesh,2018,2,Lohit,3638,13733030.97
arunachal-pradesh,2018,2,Papum Pare,3486,8901023.682
arunachal-pradesh,2018,1,papum pare,14224,32555848.46
arunachal-pradesh,2018,1,west kameng,5787,9540632.547
arunachal-pradesh,2018,1,lohit,3747,11496949.55
arunachal-pradesh,2018,1,east siang,3286,5533620.186
arunachal-pradesh,2018,1,changlang,3195,5380749.415
arunachal-pradesh,2018,1,tawang,2334,5055665.023
arunachal-pradesh,2018,1,longding,2321,4361531.578
arunachal-pradesh,2018,1,west siang,1887,4796675.565
arunachal-pradesh,2018,1,lower subansiri,1477,3650727.894
arunachal-pradesh,2018,1,namsai,1400,2162984.705
arunachal-pradesh,2018,1,Papum Pare,4253,8605127.65
arunachal-pradesh,2018,1,Papum Pare,4207,9841038.919
arunachal-pradesh,2018,1,East Siang,3286,5671981.375
arunachal-pradesh,2018,1,West Kameng,2704,4457038.562
arunachal-pradesh,2018,1,Tawang,2114,4578762.301
arunachal-pradesh,2018,1,Papum Pare,2112,3137887.501
arunachal-pradesh,2018,1,Tirap,2097,3667031.75
arunachal-pradesh,2018,1,West Siang,2041,5020173.998
arunachal-pradesh,2018,1,Lower Subansiri,1955,6492923.794
arunachal-pradesh,2018,1,Lohit,1865,2638135.149
arunachal-pradesh,2021,3,papum pare,710098,1995999756
arunachal-pradesh,2021,3,west kameng,209165,658232385.7
arunachal-pradesh,2021,3,east siang,128957,368061706.2
arunachal-pradesh,2021,3,changlang,120126,319705502.4
arunachal-pradesh,2021,3,lohit,117879,275160751.4
arunachal-pradesh,2021,3,tawang,89052,365404078.4
arunachal-pradesh,2021,3,namsai,79292,177380632.2
arunachal-pradesh,2021,3,west siang,65763,217065611.3
arunachal-pradesh,2021,3,lower dibang valley,50270,133788747
arunachal-pradesh,2021,3,tirap,47118,143620525.9
arunachal-pradesh,2021,3,Lower Subansiri,225427,582965112.5
arunachal-pradesh,2021,3,Papum Pare,207417,603165812.3
arunachal-pradesh,2021,3,Papum Pare,153845,442067361.4
arunachal-pradesh,2021,3,East Siang,105715,296166087.8
arunachal-pradesh,2021,3,Lohit,88032,194244543
arunachal-pradesh,2021,3,Lohit,80894,180486995.1
